smiles,PI3K-beta,PI3K-alpha,PI3K-delta,PI3K-gamma
CCc1ncnc(-c2ccc(C(=O)N3CCCCC3)c(F)c2)c1C#Cc1ccc(N)nc1C,0,1,0,0
CCn1ncc2c(N3CC4CCC(C3)O4)nc(-c3ccc(NC(=O)Nc4ccc(NCCN(C)C)cc4)cc3)nc21,0,1,0,0
CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(Cc4cc(C)no4)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,0,1,0,0
CCc1ncnc(-c2ccc(C(=O)N3CCN(c4ccncc4)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,0,1,0,0
COc1ncc(N2CCOc3ccc(O[C@H]4CCN(C(=O)c5cn(C)cn5)C4)cc32)cc1F,0,1,1,0
CCNc1ccc(C#Cc2c(CC)ncnc2-c2ccc(C(=O)N3CCC(N4CCOCC4)CC3)c(F)c2)cn1,0,1,0,0
COc1ncc(-c2c(F)ccc3nc([C@@H]4C[C@H](O)CN4c4nc(N)nc(C)c4C#N)n(-c4ccccc4)c(=O)c23)cn1,0,1,1,1
Cc1nc(NC(=O)N2CCC[C@@]2(C)C(N)=O)sc1-c1ccnc(-n2ccnc2C)n1,0,1,0,0
COC(=O)c1ccc(-c2ccc(/C=C3\SC(=O)NC3=O)o2)c(O)c1,0,1,0,1
CS(=O)(=O)c1ncc(N2CCOc3ccc(O[C@H]4CCN(C(=O)[C@@H]5CCOC5)C4)cc32)cc1C(F)F,0,1,1,0
CCc1ncnc(-c2ccc(C(=O)N3CCN(C(C)C)CC3)c(OC)c2)c1C#Cc1ccc(N)nc1,0,1,0,0
Cc1cc(N2CCOc3ccc(O[C@H]4CCN(C(=O)c5cocn5)C4)cc32)cnc1S(C)(=O)=O,0,1,1,0
CCc1ncnc(-c2ccc(C(=O)N3CCN(C(C)CO)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,0,1,0,0
CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CCNS(C)(=O)=O)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,0,1,0,0
CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(CCC#N)CC3)c(F)c2)c1C#Cc1ccc(NC)nc1,0,1,0,0
COc1ccc(-c2cc(OCCCN(C)c3ncc(C(=O)NO)cn3)c3ncnc(C)c3c2)cn1,0,1,0,0
O=S(=O)(Nc1cncc(-c2ccc3ncc(-c4cc[nH]n4)n3c2)c1)c1ccccc1,0,1,0,0
CCc1ncnc(-c2ccc(C(=O)N3CCN(CC)CC3)c(OC)c2)c1C#Cc1ccc(N)nc1,0,1,0,0
Cc1cc(N2CCOc3ccc(O[C@H]4CCN(S(=O)(=O)C5CC5)C4)cc32)cnc1S(C)(=O)=O,0,1,1,0
CCc1ncnc(N2CCCCC2)c1C#Cc1ccc(NC)nc1,0,1,0,0
CCc1ncnc(-c2ccc(C(=O)N3CCN(C)CC3)nc2)c1C#Cc1ccc(N)nc1,0,1,0,0
CCc1ncnc(-c2ccc(C(=O)N3CCN(C)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,0,1,0,0
CCc1ncnc(-c2ccc(C(=O)N3CCN(C4CCOCC4)CC3)c(F)c2)c1C#Cc1ccc(N)nc1C,0,1,0,0
COc1ncc(N2CCOc3ccc(O[C@H]4CCN(C(=O)c5cn(C)cn5)C4)cc32)cc1C#N,0,1,1,0
CCc1ncnc(-c2ccc(C(=O)N3CCN(C)CC3)c(OC)c2)c1C#Cc1ccc(N)nc1,0,1,0,0
COc1ncc(-c2cnc3nc(N)nc(C)c3c2)cn1,0,1,0,0
Cn1cc(/C=C2\Oc3cc(O)ccc3C2=O)c2c(-c3ccccc3)ccnc21,0,1,0,0
CCCCN1CCN(C(=O)c2ccc(-c3ncnc(CC)c3C#Cc3ccc(N)nc3)cc2F)CC1,0,1,0,0
CCc1ncnc(-c2ccc(C(=O)N3CCN(C(C)COC)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,0,1,0,0
Nc1ncc(-c2nc(N3CCOCC3)nc3c2CCN3c2ccc(CN3CCOCC3)cc2F)cn1,0,1,0,0
CCC(=O)N1CC[C@H](Oc2ccc3c(c2)N(c2cnc(OC)c(C(F)(F)F)c2)CCO3)C1,0,1,1,0
N#Cc1ccc(O)c(-c2ccc(/C=C3\SC(=O)NC3=O)o2)c1,0,1,0,1
O=C(Nc1ccncc1)Nc1ccc(-c2nc(N3CC4CCC(C3)O4)c3cnn(C4CCC5(CC4)OCCO5)c3n2)cc1,0,1,0,0
C[C@@H]1COCCN1c1nc(-c2ccc(NC(=O)Nc3ccc(N4CCN(C)CC4)nc3)cc2)nc(C2CCOCC2)n1,0,1,0,0
CN(CCO)c1cc(C(=O)O)nc2c(-c3ccc(F)cc3O)nc(N3CCOCC3)nc12,0,1,0,0
CCc1ncnc(-c2ccc(C(=O)N(C)C)c(F)c2)c1C#Cc1ccc(C)nc1,0,1,0,0
CCc1ncnc(-c2ccc(C(=O)N3CCN(C)CC3)c(OC(F)(F)F)c2)c1C#Cc1ccc(N)nc1,0,1,0,0
Cc1ncnc(-c2cccc(C(=O)N3CCOCC3)c2)c1C#Cc1ccc(N)nc1,0,1,0,0
Cc1cc(C(=O)O)nc2c(-c3cccc(O)c3)nc(N3CCOCC3)nc12,0,1,0,0
CCc1ncnc(-c2ccc(C(=O)NC)c(F)c2)c1C#Cc1ccc(N)nc1,0,1,0,0
CCNC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3ccn(CCN(C)C)c3n2)cc1,0,1,0,0
CNCc1ccc(NC(=O)Nc2ccc(-c3nc(N4C5CCC4COC5)nc(N4C5CCC4COC5)n3)cc2)cc1,0,1,0,0
CCc1ncnc(-c2ccc(C(=O)N3CCC(N4CCCC4)C3)c(F)c2)c1C#Cc1ccc(N)nc1,0,1,0,0
CCc1ncnc(-c2ccc(F)c(C(=O)N3CCOCC3)c2)c1C#Cc1ccc(N)nc1,0,1,0,0
O=C(Nc1ccc(-c2nc(N3C4CCC3COC4)c3cnn(CC(F)(F)F)c3n2)cc1)Nc1cccnc1,0,1,0,0
CNC(=O)Nc1ccc(-c2nc(N3CC4CCC(C3)O4)c3cnn([C@H]4CC[C@@H](O)CC4)c3n2)cc1,0,1,0,0
CCc1ncnc(-c2ccc(C(=O)N3CCC(N(C)C)C3)c(F)c2)c1C#Cc1ccc(N)nc1,0,1,0,0
CCc1ncnc(-c2ccc(C(=O)N3CCC(O)(C(C)C)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,0,1,0,0
CCc1ncnc(-c2ccc(C(=O)N3CCN(CC4CC4)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,0,1,0,0
Cc1cc(N2CCOc3cnc(O[C@H]4CCN(C(=O)c5cn(C)cn5)C4)cc32)cnc1OC(F)F,0,1,1,0
CCc1ncnc(N2CCN(c3ccncc3)CC2)c1C#Cc1ccc(N)nc1,0,1,0,0
Cn1ccc(N2CCc3c(-c4cccc(O)c4)nc(N4CCOCC4)nc32)n1,0,1,0,0
Cn1cc(-c2c(F)ccc3nc([C@@H]4CCCN4c4ncnc(N)c4C#N)n(-c4ccccc4)c(=O)c23)cn1,0,1,1,1
Nc1ccc(-c2nc(N3CCOCC3)c3cccn3n2)cn1,0,1,0,0
Oc1cccc(-c2cc(N3CCOCC3)nc(NCCc3ccncc3)n2)c1,0,1,0,0
Cc1nc(N)nc2c1cc(Br)c(=O)n2C1CCOC1,0,1,0,0
c1ccc(-n2ncc3c(N4CCOCC4)nc(-c4ccc5[nH]ccc5c4)nc32)cc1,0,1,0,0
c1ccc2ncc(Nc3cc(-c4cnccn4)nc(N4CCOCC4)n3)cc2c1,0,1,0,0
CS(=O)(=O)N1CCN(Cc2csc3c(-c4ccc(N)nc4)nc(N4CCOCC4)nc23)CC1,0,1,1,0
Nc1cc(C(F)(F)F)c(-c2nc(N3CCOCC3)c3ccc(Nc4cccnc4)cc3n2)cn1,0,1,0,0
CCc1ncnc(N2CCN(Cc3nc(C)c(C)o3)CC2)c1C#Cc1ccc(N)nc1,0,1,0,0
CCc1ncnc(-c2ccc(C(=O)N3CC[C@@H](N(C)C)C3)c(Cl)c2)c1C#Cc1ccc(N)nc1,0,1,0,0
CCc1ncnc(-c2ccc(C(=O)N3CCC(N4CCCCCC4)CC3)c(C)c2)c1C#Cc1ccc(N)nc1,0,1,0,0
CCc1ncnc(-c2ccc(C(=O)N3CCC(C(C)(C)O)CC3)c(OC)c2)c1C#Cc1ccc(N)nc1,0,1,0,0
CCc1ncnc(-c2ccc(C(=O)N3CCC(N4CCC(C)CC4)C3)c(Cl)c2)c1C#Cc1ccc(N)nc1,0,1,0,0
COc1ccc(-c2ccn3ncc(/C=N/N(C)S(=O)(=O)c4cc([N+](=O)[O-])ccc4C)c3n2)cc1OC,0,1,0,0
CNC(=O)Nc1ccc2c(c1)C(=O)/C(=C/c1cn(C)c3nccc(-c4ccccc4)c13)O2,0,1,0,0
CCc1ncnc(-c2ccc(C(=O)N3CCN4CCCCC4C3)c(F)c2)c1C#Cc1ccc(N)nc1,0,1,0,0
COc1ncc(N2CCOc3ccc(O[C@H]4CCN(C(=O)CN5CCOCC5)C4)cc32)cc1C#N,0,1,0,0
COc1ncc(N2CCOc3ccc(O[C@H]4CCN(C(=O)c5cncn5C)C4)cc32)cc1C,0,1,1,0
CCOc1ncc(-c2c(F)ccc3nc([C@@H]4C[C@H](O)CN4c4nc(N)nc(C)c4C#N)n(-c4ccccc4)c(=O)c23)cn1,0,1,1,1
Cc1nccc(-n2c(Nc3cccc(O)c3)nc3ccccc32)n1,0,1,0,0
CCC(=O)N1CC[C@H](Oc2ccc3c(c2)N(c2cncc(S(C)(=O)=O)c2)CCO3)C1,0,1,1,0
CCc1ncnc(-c2ccc(C(=O)NC3CCN(C4CCN(C)CC4)C3)c(F)c2)c1C#Cc1ccc(N)nc1,0,1,0,0
C=CCNC(=S)Nc1ccc2ncc(-c3ccc(O)cc3)nc2n1,0,1,0,0
COc1cccc(Nc2nc(N3CC(C)OC(C)C3)nc3c2cnn3C)c1,0,1,0,0
CCc1ncnc(-c2ccc(C(=O)N3CCN(CCN(C)C)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1C,0,1,0,0
COc1ncc(N2CCOc3cnc(O[C@H]4CCN(C(=O)c5ncn(C)c5N)C4)cc32)cc1C(F)(F)F,0,1,1,0
CCn1ncc2c(N3CC4CCC(C3)O4)nc(-c3ccc(NC(=O)Nc4ccc(OCCN5CCOCC5)nc4)cc3)nc21,0,1,0,0
CCc1ncnc(-c2ccc(C(=O)NCCN3CCNCC3)c(F)c2)c1C#Cc1ccc(N)nc1,0,1,0,0
COc1ncc(N2CCOc3ccc(O[C@H]4CCN(C(=O)c5ccnn5C)C4)cc32)cc1C#N,0,1,1,0
CCc1ncnc(-c2ccc(C(=O)N3CCC(C4CCN(C)CC4)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,0,1,0,0
COc1cc(N2CCc3ncnc(O[C@H]4CCN(C(=O)C5CCOC(C)(C)C5)C4)c3C2)cnc1OC,0,1,1,0
CNC(=O)Nc1ccc(-c2nc(N3CC4CCC(C3)O4)c3cnn(CCO)c3n2)cc1,0,1,0,0
Cc1cc(N2CCOc3cnc(O[C@H]4CCN(C(=O)C5CC5)C4)cc32)cnc1OC(F)F,0,1,1,0
O=C(C1CCOCC1)N1CC[C@H](Oc2ccc3c(c2)N(c2cncc(C(F)(F)F)c2)CCO3)C1,0,1,1,0
COc1ncc(N2CCOc3ccc(O[C@H]4CCN(C(=O)CCS(C)(=O)=O)C4)cc32)cc1F,0,1,1,0
CCc1ncnc(N2CCS(=O)(=O)CC2)c1C#Cc1ccc(N)nc1,0,1,0,0
Cc1ncnc(-c2ccc(F)c(C(=O)N3CCOCC3)c2)c1C#Cc1ccc(N)nc1,0,1,0,0
CN(C)C1CCN(c2ccc(NC(=O)Nc3ccc(-c4nc(C5CCOCC5)nc(N5C6CCC5COC6)n4)cc3)cc2)CC1,0,1,0,0
CCc1ncnc(-c2ccc(C(=O)N3CCC(N(CC)CC)C3)c(F)c2)c1C#Cc1ccc(N)nc1,0,1,0,0
COc1ncc(N2CCOc3ccc(O[C@H]4CCN(C(=O)c5cnccn5)C4)cc32)cc1C#N,0,1,1,0
Nc1cc(C(F)(F)F)c(-c2nc(N3CCOCC3)nc3c2C[C@H]2COCCN32)cn1,0,1,0,0
C[C@H](Nc1nc(N)nc(N)c1C#N)c1cc2ccc(F)cn2c(=O)c1-c1ccc(F)cc1,0,1,0,0
CCc1ncnc(-c2ccc(C(=O)N3CCN(C(CC)CC)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,0,1,0,0
COc1ncc(N2CCc3ncnc(O[C@H]4CCN(C(=O)c5cnn(C)c5)C4)c3C2)cc1C(F)(F)F,0,1,1,0
COc1ncc(N2CCc3ncnc(N[C@H]4CCN(C(=O)c5cnco5)C4)c3C2)cc1C,0,1,1,0
COc1ncc(N2CCOc3ccc(O[C@H]4CCN(C(=O)CC(C)C)C4)cc32)cc1C#N,0,1,1,0
COc1cccc(Nc2nc(-c3cccc(NC(C)=O)c3)nc3c2cnn3C)c1,0,1,0,0
CC[C@H](Nc1ncnc2[nH]cnc12)c1nc2cccc(NCc3ccc(C(=O)N(C)O)cc3)c2c(=O)n1-c1ccccc1,0,1,1,1
COc1ncc(N2CCc3ncnc(O[C@H]4CCN(C(=O)c5cn[nH]c5)C4)c3C2)cc1C(F)(F)F,0,1,1,0
CCc1ncnc(-c2cc(F)c(C(=O)N3CCN(C)CC3)c(F)c2)c1C#Cc1ccc(NC)nc1,0,1,0,0
O=C(Nc1ccc(OCCN2CCCC2)cc1)Nc1ccc(-c2nc(N3C4CCC3COC4)nc(N3C4CCC3COC4)n2)cc1,0,1,0,0
COc1ncc2cc1NS(=O)(=O)c1cccc(c1)C(=O)NCc1ccc(o1)-c1ncnc3cc-2sc13,0,1,0,0
Cc1cc(N2CCOc3ccc(O[C@H]4CCN(C(=O)C5CCOCC5)C4)cc32)cnc1S(C)(=O)=O,0,1,1,0
Nc1cc(C(F)(F)F)c(-c2nc(N3CCOCC3)c3c(n2)N2CCOC[C@H]2C3)cn1,0,1,0,0
CCc1ncnc(-c2ccc(C(=O)N3CCC4(CC3)CNCCO4)c(F)c2)c1C#Cc1ccc(N)nc1,0,1,0,0
CC[C@H](Nc1ncnc2[nH]cnc12)c1nc2cccc(NCc3ccc(C(=O)NO)cn3)c2c(=O)n1-c1ccccc1,0,1,1,1
CCc1ncnc(-c2ccc(C(=O)N3CCN(C(C)CC)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,0,1,0,0
COc1ncc(N2CCOc3ccc(O[C@H]4CCN(C(=O)[C@@H]5CCN(C(C)=O)C5)C4)cc32)cc1C#N,0,1,1,0
Cc1nc(N)nc(-c2c(Nc3ccn[nH]3)nc3ccc(-c4ccccc4C)cn23)n1,0,1,0,0
N#Cc1c(N)ncnc1N1CCC[C@H]1c1nc2cccc(Cl)c2c(=O)n1-c1ccccc1,0,1,1,1
Nc1cc(C(F)(F)F)c(-c2nc(N3CCOCC3)c3ccc(Nc4ccccn4)cc3n2)cn1,0,1,0,0
O=C(c1ccc(C(=O)C(F)(F)F)cc1)N1CCOc2ccc(-c3cnc4ccccc4c3)cc2C1,0,1,0,0
CS(=O)(=O)c1ncc(N2CCOc3ccc(O[C@H]4CCN(C(=O)[C@H]5CCOC5)C4)cc32)cc1C(F)F,0,1,1,0
Oc1cccc(-c2nc(N3CC4CCC(C3)O4)c3sccc3n2)c1,0,1,0,0
CCc1ncnc(-c2ccc(C(=O)N3CCC(N4CCN(C)CC4)CC3)c(F)c2)c1C#Cc1ccc(NC)nc1,0,1,0,0
COc1ccc(-c2ccc3c(N4CCOC[C@@H]4C)nc(C(C)(C)C)nc3n2)cc1CO,0,1,0,0
O=C1CN(c2nc(-c3cccc4[nH]ncc34)nc(N3CCOCC3)n2)CCN1,0,1,0,0
O=C(CN1CCOCC1)Nc1ccc(-c2cccc3c(=O)cc(N4CCOCC4)oc23)cc1OCCC1CC1,0,1,0,0
Oc1cccc(-c2cc(N3CCOCC3)nc(N3CCOCC3)n2)c1,0,1,0,0
Oc1ccccc1-c1nc(N2CCOCC2)c2oc3ncccc3c2n1,0,1,0,0
CC(=NNS(=O)(=O)c1cc([N+](=O)[O-])ccc1C)c1c(C)nc2ccc(Br)cn12,0,1,0,0
CNc1nc(C)c2cc(-c3cnc(N)c(OC[C@H](C)N)n3)c(=O)n(C3CCCC3)c2n1,0,1,0,0
COc1cc(CO)cc(-c2nc3c(N4CCOC[C@@H]4C)nc(N4CCOC[C@@H]4C)nc3[nH]2)c1,0,1,0,0
COCCNC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5ccccc5)CC4)c3n2)cc1,0,1,0,0
Cc1ncnc(-c2cccc(C(=O)N(C)C)c2)c1C#Cc1ccc(N)nc1,0,1,0,0
CCc1ncnc(-c2ccc(C(=O)N3CC[C@@H](N(C)C)C3)c(OC(F)(F)F)c2)c1C#Cc1ccc(N)nc1,0,1,0,0
C[C@@H]1COCCN1c1nc(-c2ccc(NC(=O)Nc3ccc(N4CCC(N(C)C)CC4)cc3)cc2)nc(C2CCOCC2)n1,0,1,0,0
CCc1ncnc(-c2ccc(C(=O)N(C)CCN(C)C)c(F)c2)c1C#Cc1ccc(N)nc1,0,1,0,0
Cn1c(=O)n([C@@H]2CCCOC2)c2c3cc(-c4ccc(OCCCN5CCC5)nc4)ccc3ncc21,0,1,0,0
CCc1ncnc(-c2ccc(C(=O)N3CCCN(C)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,0,1,0,0
CCc1ncnc(-c2ccc(C(=O)N3CCCN(C)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,0,1,0,0
Nc1ccc2c(N3CCOCC3)nc(-c3cnc(N)cc3C(F)(F)F)nc2c1,0,1,0,0
CCC(=O)N1CC[C@H](Oc2ccc3c(c2)N(c2cnc(OC)c(C#N)c2)CCO3)C1,0,1,1,0
COc1cccc(-c2nc(N3CCOCC3)nc3c2CCN3c2ccncc2)c1,0,1,0,0
COc1ncc(N2CCOc3ccc(O[C@H]4CCN(C(=O)C5CCOC5)C4)cc32)cc1C#N,0,1,1,0
CCc1ncnc(-c2ccc(C(=O)N3CCN(C4CCCC4)CC3)c(OC)c2)c1C#Cc1ccc(N)nc1,0,1,0,0
CNc1cc(C(=O)O)nc2c(-c3ccc(F)cc3O)nc(N3CCOCC3)nc12,0,1,0,0
CCc1ncnc(-c2ccc(C(=O)N3CCC4(CC3)CN(C(=O)OC(C)(C)C)CCO4)c(F)c2)c1C#Cc1ccc(N)nc1,0,1,0,0
CCc1ncnc(-c2ccc(C(=O)NC3CC(C)(C)N(C)C(C)(C)C3)c(F)c2)c1C#Cc1ccc(N)nc1,0,1,0,0
C[C@@H]1COCCN1c1nc(-c2ccc(NC(=O)Nc3ccc(CN(C)C)cc3)cc2)nc(N2CCOC[C@H]2C)n1,0,1,0,0
CCc1ncnc(-c2ccc(C(=O)N3CCC4(CCN(C)C4)C3)c(C)c2)c1C#Cc1ccc(N)nc1,0,1,0,0
COc1ncc(N2CCOc3ccc(O[C@H]4CCN(C(=O)C5CCC(OC)CC5)C4)cc32)cc1C#N,0,1,1,0
COc1ccc(-c2cnc3nc(N)nc(C)c3c2)cn1,0,1,0,0
C[C@@H]1COCCN1c1nc(-c2ccc(NC(=O)Nc3ccc(N4CCN(C)CC4)cc3)cc2)nc(C2CCOCC2)n1,0,1,0,0
COc1ncc(N2CCOc3ccc(O[C@H]4CCN(C(=O)C5CCN(C)CC5)C4)cc32)cc1C#N,0,1,0,0
CCc1ncnc(-c2ccc(C(=O)N3CCN(Cc4ccccc4)CC3)c(OC)c2)c1C#Cc1ccc(N)nc1,0,1,0,0
COc1ncc(N2CCOc3ccc(O[C@H]4CCN(C(=O)C5CCOC5)C4)cc32)cc1C,0,1,1,0
Nc1cc(C(F)(F)F)c(-c2nc(N3CCOCC3)c3ccc(NC(=O)c4ccncc4)cc3n2)cn1,0,1,0,0
CCc1ncnc(-c2ccc(C(=O)N3CCC(N4CCCCCC4)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,0,1,0,0
CCNc1ccc(C#Cc2c(CC)ncnc2-c2ccc(C(=O)N3CC4(CN(C(=O)OC(C)(C)C)C4)C3)c(F)c2)cn1,0,1,0,0
COc1cc(N2CCOc3ccc(O[C@H]4CCN(C(=O)C5CCS(=O)(=O)C5)C4)cc32)cnc1OC,0,1,1,0
O=C(Oc1cccc(-c2nc(N3CCOCC3)c3cc4ncccc4n3n2)c1)c1ccncc1,0,1,0,0
CC[C@H](Nc1ncnc2[nH]cnc12)c1nc2cccc(CNc3ncc(C(=O)NO)cn3)c2c(=O)n1-c1ccccc1,0,1,1,1
O=C1/C(=C/c2c[nH]c3ccc(Br)cc23)Oc2cc(O)cc(O)c21,0,1,0,1
CCNC(=O)Nc1ccc2ncc(Nc3ccc(C#N)cc3)nc2n1,0,1,0,0
CNC(=O)Nc1ccc(-c2nc(N3CC4CCC(C3)O4)c3sccc3n2)cc1,0,1,0,0
CCc1ncnc(-c2cc(F)c(C(=O)N3CCC(N4CCOCC4)CC3)c(F)c2)c1C#Cc1ccc(NC)nc1,0,1,0,0
COc1ncc(N2CCOc3ccc(O[C@H]4CCN(C(=O)[C@@H]5CCN(C(C)=O)C5)C4)cc32)cc1C,0,1,1,0
COc1ncc(N2CCOc3ccc(O[C@H]4CCN(C(=O)c5cn(C)nc5C)C4)cc32)cc1C#N,0,1,1,0
O=C(Oc1cccc(-c2nc(N3CCOCC3)c3cc4ncccc4n3n2)c1)c1ccco1,0,1,0,0
CCNC(=O)Nc1ccc2ncc(-c3cc(Cl)c(O)c(OC)c3)nc2n1,0,1,0,0
CNC(=O)c1ccc2c(c1)OCCn1nc(-c3ncnn3C(C)C)cc1-2,0,1,0,0
CS(=O)(=O)N1CCN(Cc2cc3nc(-c4ccccc4)nc(N4CCOCC4)c3s2)CC1,0,1,0,0
COc1cccc(Nc2nc(N3CCC(O)CC3)nc3c2cnn3C)c1,0,1,0,0
O=C(CN1CCOCC1)Nc1ccc(-c2cccc3c(=O)cc(N4CCOCC4)oc23)cc1O,0,1,0,0
COc1ncc(N2CCc3ncnc(N[C@H]4CCN(C(=O)C5CCOC(C)(C)C5)C4)c3C2)cc1C,0,1,1,0
C[C@H]1COCCN1c1nc(N2CCOCC2)nc2[nH]c(-c3cnc4cc[nH]c4c3)nc12,0,1,0,0
CCc1ncnc(-c2ccc(C(=O)N3CCC(N(C)C)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,0,1,0,0
COc1ncc(N2CCc3ncnc(O[C@H]4CCN(C(=O)C5CCS(=O)(=O)CC5)C4)c3C2)cc1C(F)(F)F,0,1,1,0
Nc1cccc(-c2nc(N3CCOCC3)c3cnn(-c4ccccc4)c3n2)c1,0,1,0,0
CCc1ncnc(-c2ccc(C(=O)N3CCN(C(C)(C)C)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,0,1,0,0
CCc1ncnc(-c2ccc(C(=O)NC3CCN(C)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,0,1,0,0
CCc1ncnc(-c2ccc(C(=O)NC3CC(N4CCCCC4)C3)c(F)c2)c1C#Cc1ccc(N)nc1,0,1,0,0
Nc1ncc(-c2cnc3sc(-c4cccc(S(=O)(=O)N5CCOCC5)c4)nn23)cc1C(F)(F)F,0,1,0,0
COc1ncc(N2CCOc3ccc(O[C@H]4CCN(C(=O)c5ccc(=O)n(C)c5)C4)cc32)cc1C,0,1,1,0
COc1ncc(N2CCOc3cnc(OC4CCN(C(=O)C5CCS(=O)(=O)CC5)C4)cc32)cc1C,0,1,1,0
c1cc(N2CCc3c(-c4cncnc4)nc(N4CCOCC4)nc32)ccn1,0,1,0,0
O=S(=O)(c1ccccc1)c1nc2ccccc2nc1N1CCOCC1,0,1,0,0
c1cc(-c2cc(N3CCOCC3)nc(NCCc3ccncc3)n2)c2cn[nH]c2c1,0,1,0,0
COC(=O)N1CC[C@H](Oc2ccc3c(c2)N(c2cnc(OC)c(C#N)c2)CCO3)C1,0,1,1,0
C[C@@H]1COCCN1c1nc(-c2ccc(NC(=O)Nc3ccc(N4CCC(N(C)C)CC4)cc3)cc2)nc(N2C3CCC2COC3)n1,0,1,0,0
COc1ncc(N2CCOc3cnc(O[C@H]4CCN(C(=O)c5cn(C)cn5)C4)cc32)cc1C#N,0,1,1,0
CC[C@H](Nc1ncnc(N)c1C#N)c1nc2cccc(NCc3ccc(C(=O)NO)cc3)c2c(=O)n1-c1ccccc1,0,1,1,1
CCNC(=O)Nc1ccc2ncc(Nc3ccc(O)cc3)nc2n1,0,1,0,0
CCc1ncnc(-c2ccc(C(=O)N3CCC(CN(C)C)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,0,1,0,0
COc1ncc2cc1NS(=O)(=O)c1cccc(c1)C(=O)NCc1cccc(c1)-c1cnn3ccc-2nc13,0,1,0,0
COc1cc(N2CCOc3ccc(O[C@H]4CCN(C(=O)[C@H]5CC[C@H](O)CC5)C4)cc32)cnc1OC,0,1,1,0
CCc1ncnc(-c2cc(F)c(C(=O)N3CCC(CN(C)C)CC3)c(Cl)c2)c1C#Cc1ccc(N)nc1,0,1,0,0
COc1ccc(-c2nn3c(-c4cnc(N5CCN(C)CC5)c(C(F)(F)F)c4)cnc3s2)cc1OC,0,1,0,0
CCc1ncnc(N2CCN(C3CCN(C)CC3)CC2)c1C#Cc1ccc(N)nc1,0,1,0,0
Cc1nc(N)nc(N2C[C@@H](F)C[C@H]2c2nc3cccc(-c4cnn(C)c4)c3c(=O)n2-c2ccccc2)c1C#N,0,1,1,1
Cc1ccc(S(=O)(=O)NCC(C)(C)O)cc1-c1cnc(N)c(-n2cncn2)n1,0,1,0,1
Cc1cc(N2CCOc3ccc(O[C@H]4CCN(C(=O)C5CCCCC5)C4)cc32)cnc1S(C)(=O)=O,0,1,1,0
COc1ncc(N2CCc3ncnc(O[C@H]4CCN(C(=O)N5CCC(O)CC5)C4)c3C2)cc1C(F)(F)F,0,1,1,0
CCc1ncnc(-c2ccc(C(=O)N3CCN(CCN(C)C)CC3)c(F)c2)c1C#Cc1ccc(N)nc1,0,1,0,0
COc1ccc(-c2nn3c(-c4cnc(N)c(C(F)(F)F)c4)cnc3s2)cc1,0,1,0,0
O=C1NC(=O)/C(=C/c2ccc(-c3cc(F)ccc3O)o2)S1,0,1,0,1
CCn1cc(/C=C2\Oc3cccc(O)c3C2=O)c2c(-c3ccc(C(=O)N4CCN(CCO)CC4)cc3)ccnc21,0,1,0,0
Cc1cc(C(=O)N2CCOc3ccc(-c4ccc5nc[nH]c5c4)cc3C2)ccc1S(C)(=O)=O,0,1,0,0
CN(C)CCN(C)c1cc(C(=O)O)nc2c(-c3ccccc3O)nc(N3CCOCC3)nc12,0,1,0,0
Cc1ncnc(-c2ccc(Cl)c(C(=O)N3CCOCC3)c2)c1C#Cc1ccc(N)nc1,0,1,0,0
COc1ccc(-c2c[nH]c3ncc(-c4cncc(N)c4)cc23)cc1OC,0,1,0,0
CCc1ncnc(-c2ccc(C(=O)N3CCC4(CCN(C)CC4)CC3)c(OC)c2)c1C#Cc1ccc(N)nc1,0,1,0,0
CCC(=O)N1CC[C@H](Oc2ccc3c(c2)N(c2cnc(Cl)c(C)c2)CCO3)C1,0,1,1,0
COc1ncc(N2CCOc3ccc(O[C@H]4CCN(C(=O)C(C)C)C4)cc32)cc1C#N,0,1,1,0
