smiles,PI3K-beta,PI3K-alpha,PI3K-delta,PI3K-gamma
N#Cc1c(N)nc(N)nc1N[C@H](c1nc2cccc(C#N)c2c(=O)n1-c1cc(F)cc(C(F)F)c1)C1CC1,0,0,1,0
CCn1c(-c2cnc(C)nc2)nc2c(-c3ccc4c(c3)C(C)(N3CC5(CCOC5)C3)C(=O)N4)ncnc21,0,0,1,0
CCn1c(-c2cnc(C)nc2)nc2c(-c3ccc4c(c3)C(C#N)(CC(C)C)C(=O)N4)ncnc21,0,0,1,0
COc1ncc(N2CCc3ncnc(Nc4cccc(C(=O)NC5CCOCC5)c4)c3C2)cc1C,0,0,1,0
CC[C@H](Nc1ncnc2[nH]cnc12)c1nc(CCCCC(=O)NO)c2ccccc2n1,0,0,1,0
C[C@H](Nc1ncnn2ccnc12)c1nc2cccc(Cl)c2c(=O)n1Cc1cc[nH]n1,0,0,1,1
C[C@@H]1CN(c2nc(-c3cnn(C)c3)nc(NCC3COC3)c2C#N)CCN1C(=O)C1CC1,0,0,1,0
CCc1cccc2nc(C(C)Nc3ncnc4[nH]cnc34)c(-c3ccc(F)cc3)c(=O)n12,0,0,1,0
CCC(Nc1ncnc2[nH]cnc12)c1nc2cccc(C)n2c(=O)c1-c1ccccc1,0,0,1,0
Cc1csc2nc(C(C)Nc3ncnc4[nH]cnc34)c(-c3ccccc3)c(=O)n12,0,0,1,0
Cc1csc2nc(C(C)Nc3ncnc4[nH]cnc34)c(-c3nccs3)c(=O)n12,0,0,1,0
Cc1csc2nc(C(C)Nc3ncnc4[nH]cnc34)c(-c3cscn3)c(=O)n12,0,0,1,0
COC(=O)C1CCN(C(=O)c2cncc(-c3ccnc(-c4nc(C)c(C)[nH]4)c3)c2)C1,0,0,1,1
Cc1nc(-c2cc(-c3cncc(C(=O)N4CCC(C(F)(F)F)C4)c3)ccn2)[nH]c1C,0,0,1,1
Cc1[nH]c(-c2cc(-c3cncc(N4CCOCC4)c3)ccn2)nc1CN(C)C,0,0,1,1
COCCCNCc1nc(-c2cc(-c3cncc(N4CCOCC4)c3)ccn2)[nH]c1C,0,0,1,1
Cc1cnc(-c2cc(-c3cncc(S(=O)(=O)N[C@H]4CC[C@](C)(O)CC4)c3)ccn2)[nH]1,0,0,1,1
Cc1c[nH]c(-c2cc(-c3cncc(S(=O)(=O)NC4CCC(O)CC4)c3)ccn2)n1,0,0,1,1
COc1ccccc1Nc1nc(-c2cc(-c3cncc(N4CCOCC4)c3)ccn2)[nH]c1C,0,0,1,1
Cc1[nH]c(-c2cc(-c3cncc(N4CCOCC4)c3)ccn2)nc1Nc1ccnnc1,0,0,1,1
Cc1nc(-c2cc(-c3cncc(C(=O)N4CCC(c5ccccc5)CC4)c3)ccn2)[nH]c1C,0,0,1,1
Cc1nc(-c2cc(-c3cncc(C(=O)N4CCC(Cc5ccccc5)CC4)c3)ccn2)[nH]c1C,0,0,1,1
Cc1nc(-c2cc(-c3cncc(C(=O)N4CCC4)c3)ccn2)[nH]c1C,0,0,1,1
Cc1nc(-c2cc(-c3cncc(C(=O)N(C)Cc4ccccc4)c3)ccn2)[nH]c1C,0,0,1,1
Cc1nc(-c2cc(-c3cncc(C(=O)N(C)c4ccccc4)c3)ccn2)[nH]c1C,0,0,1,1
Cc1nc(-c2cc(-c3cncc(C(=O)N4CCC(O)(Cc5ccccc5)CC4)c3)ccn2)[nH]c1C,0,0,1,1
Cc1nc(-c2cc(-c3cncc(C(=O)N4CCC(c5cnccn5)C4)c3)ccn2)[nH]c1C,0,0,1,1
CCN(C)C(=O)c1cncc(-c2ccnc(-c3nc(C)c(C)[nH]3)c2)c1,0,0,1,1
COC1CN(C(=O)c2cncc(-c3ccnc(-c4nc(C)c(C)[nH]4)c3)c2)C1,0,0,1,1
COCCN(C)C(=O)c1cncc(-c2ccnc(-c3nc(C)c(C)[nH]3)c2)c1,0,0,1,1
CCC1CCN(C(=O)c2cncc(-c3ccnc(-c4nc(C)c(C)[nH]4)c3)c2)C1,0,0,1,1
Cc1nc(-c2cc(-c3cncc(C(=O)N4CCC5(CC5)C4)c3)ccn2)[nH]c1C,0,0,1,1
Cc1nc(-c2cc(-c3cncc(C4=CCN(S(C)(=O)=O)C4)c3)ccn2)[nH]c1C,0,0,1,1
CCOC(=O)c1nc(-c2cc(-c3cncc(S(C)(=O)=O)c3)ccn2)[nH]c1C,0,0,1,1
Cc1[nH]c(-c2cc(-c3cncc(S(C)(=O)=O)c3)ccn2)nc1C(=O)NC1CCCC1,0,0,1,1
Cc1[nH]c(-c2cc(-c3cncc(S(C)(=O)=O)c3)ccn2)nc1C(=O)N1CCOCC1,0,0,1,1
Cc1[nH]c(-c2cc(-c3cncc(S(C)(=O)=O)c3)ccn2)nc1C(=O)N1CCC(O)C1,0,0,1,1
Cc1[nH]c(-c2cc(-c3cncc(S(C)(=O)=O)c3)ccn2)nc1C(=O)N1CC(O)C1,0,0,1,1
Cc1[nH]c(-c2cc(-c3cncc(S(C)(=O)=O)c3)ccn2)nc1C(N)=O,0,0,1,1
CNC(=O)c1nc(-c2cc(-c3cncc(S(C)(=O)=O)c3)ccn2)[nH]c1C,0,0,1,1
CCNC(=O)c1nc(-c2cc(-c3cncc(S(C)(=O)=O)c3)ccn2)[nH]c1C,0,0,1,1
Cc1[nH]c(-c2cc(-c3cncc(S(C)(=O)=O)c3)ccn2)nc1C(=O)NC(C)C,0,0,1,1
Cc1[nH]c(-c2cc(-c3cncc(S(C)(=O)=O)c3)ccn2)nc1C(=O)NC1CCOCC1,0,0,1,1
Cc1[nH]c(-c2cc(-c3cncc(S(C)(=O)=O)c3)ccn2)nc1C(=O)N[C@H]1CCOC1,0,0,1,1
Cc1[nH]c(-c2cc(-c3cncc(S(C)(=O)=O)c3)ccn2)nc1C(=O)N[C@@H]1CCOC1,0,0,1,1
Cc1[nH]c(-c2cc(-c3cncc(N4CCOCC4)c3)ccn2)nc1C(=O)NC1CCCC1,0,0,1,1
Cc1[nH]c(-c2cc(-c3cncc(N4CCOCC4)c3)ccn2)nc1C(=O)N1CC(C(F)(F)F)C1,0,0,1,1
C#Cc1cnc(N2CCN(C(=O)C3CC3)[C@H](C)C2)nc1-c1cnn(C)c1,0,0,1,0
Cc1csc2nc(C(C)Nc3nc(N)nc4[nH]cnc34)c(-c3ccccc3F)c(=O)n12,0,0,1,0
Cc1csc2nc(C(C)Nc3nc(N)nc4[nH]cnc34)c(-c3cccc(F)c3F)c(=O)n12,0,0,1,0
Cc1csc2nc([C@H](C)Nc3nc(N)nc4[nH]cnc34)c(-c3ccccc3Cl)c(=O)n12,0,0,1,0
Cc1csc2nc(C(C)Nc3ncnc4[nH]cnc34)c(-c3ccccc3F)c(=O)n12,0,0,1,0
Cc1csc2nc([C@H](C)Nc3ncnc4[nH]cnc34)c(-c3ccccc3Cl)c(=O)n12,0,0,1,0
Cc1csc2nc(C(C)Nc3ncnc4[nH]cnc34)c(-c3cc(F)ccc3F)c(=O)n12,0,0,1,0
Cc1cccc2nc(C(C)Nc3ncnc4[nH]cnc34)c(-c3ccccc3)c(=O)n12,0,0,1,0
Cc1cccc2nc(C(C)Nc3nc(N)nc4[nH]cnc34)c(-c3ccccc3)c(=O)n12,0,0,1,0
Cc1cccc(-c2c(C(C)Nc3nc(N)nc4[nH]cnc34)nc3cccc(C)n3c2=O)c1,0,0,1,0
Cc1cccc2nc(C(C)Nc3nc(N)nc4[nH]cnc34)c(-c3cccc(Cl)c3)c(=O)n12,0,0,1,0
Cc1cccc2nc(C(C)Nc3ncnc4[nH]cnc34)c(-c3ccccc3Cl)c(=O)n12,0,0,1,0
Cc1cccc2nc(C(C)Nc3nc(N)nc4[nH]cnc34)c(-c3ccccc3Cl)c(=O)n12,0,0,1,0
Cc1cccc2nc(C(C)Nc3ncnc4[nH]cnc34)c(-c3ccccc3F)c(=O)n12,0,0,1,0
Cc1cccc2nc(C(C)Nc3nc(N)nc4[nH]cnc34)c(-c3ccccc3F)c(=O)n12,0,0,1,0
Cc1ccc(-c2c(C(C)Nc3ncnc4[nH]cnc34)nc3cccc(C)n3c2=O)cc1,0,0,1,0
COc1cccc(-c2c(C(C)Nc3ncnc4[nH]cnc34)nc3cccc(C)n3c2=O)c1,0,0,1,0
Cc1cccc2nc(C(C)Nc3ncnc4[nH]cnc34)c(-c3cccc(F)c3F)c(=O)n12,0,0,1,0
Cc1cccc2nc(C(C)Nc3ncnc4[nH]cnc34)c(-c3cc(F)ccc3F)c(=O)n12,0,0,1,0
Cc1cccc2nc(C(C)Nc3nc(N)nc4[nH]cnc34)c(-c3cccc(F)c3)c(=O)n12,0,0,1,0
Cc1cccc2nc([C@@H](C)Nc3nc(N)nc4[nH]cnc34)c(-c3cccc(F)c3)c(=O)n12,0,0,1,0
COc1cncc(-c2ccnc(-c3ncc(C(C)(C)C)[nH]3)c2)c1,0,0,1,1
c1cc(-c2cncc(N3CCOCC3)c2)cc(-c2ncc(C3CC3)[nH]2)n1,0,0,1,1
COC1CN(C(=O)c2nc(-c3cc(-c4cncc(N5CCOCC5)c4)ccn3)[nH]c2C)C1,0,0,1,1
Cc1[nH]c(-c2cc(-c3cncc(N4CCOCC4)c3)ccn2)nc1C(=O)N1CC(NC(=O)OC(C)(C)C)C1,0,0,1,1
Cc1[nH]c(-c2cc(-c3cncc(N4CCOCC4)c3)ccn2)nc1C(=O)NC1CCCCC1,0,0,1,1
Cc1[nH]c(-c2cc(-c3cncc(N4CCOCC4)c3)ccn2)nc1C(=O)NC(C)(C)C,0,0,1,1
Cc1[nH]c(-c2cc(-c3cncc(N4CCOCC4)c3)ccn2)nc1C(=O)N1CC(C)(C)C1,0,0,1,1
Cc1[nH]c(-c2cc(-c3cncc(N4CCOCC4)c3)ccn2)nc1C(=O)NC(C)C,0,0,1,1
Cc1[nH]c(-c2cc(-c3cncc(N4CCOCC4)c3)ccn2)nc1C(=O)NC1CCOCC1,0,0,1,1
Cc1[nH]c(-c2cc(-c3cncc(N4CCOCC4)c3)ccn2)nc1C(=O)N[C@@H]1CCOC1,0,0,1,1
Cc1[nH]c(-c2cc(-c3cncc(N4CCOCC4)c3)ccn2)nc1C(=O)N[C@H]1CCOC1,0,0,1,1
Cc1[nH]c(-c2cc(-c3cncc(N4CCOCC4)c3)ccn2)nc1C(=O)NCc1ccccc1,0,0,1,1
Cc1[nH]c(-c2cc(-c3cncc(N4CCOCC4)c3)ccn2)nc1C(=O)N[C@@H](C)c1ccccc1,0,0,1,1
Cc1[nH]c(-c2cc(-c3cncc(N4CCOCC4)c3)ccn2)nc1C(=O)N[C@H](C)c1ccccc1,0,0,1,1
COC[C@H](NC(=O)c1nc(-c2cc(-c3cncc(N4CCOCC4)c3)ccn2)[nH]c1C)c1ccccc1,0,0,1,1
COC[C@@H](NC(=O)c1nc(-c2cc(-c3cncc(N4CCOCC4)c3)ccn2)[nH]c1C)c1ccccc1,0,0,1,1
Cc1[nH]c(-c2cc(-c3cncc(N4CCOCC4)c3)ccn2)nc1C(=O)NC(C)c1ccccc1,0,0,1,1
Cc1[nH]c(-c2cc(-c3cncc(N4CCOCC4)c3)ccn2)nc1C(=O)NC1C2CC3CC(C2)CC1C3,0,0,1,1
Cc1[nH]c(-c2cc(-c3cncc(N4CCOCC4)c3)ccn2)nc1C(=O)N[C@H]1CCN(Cc2ccccc2)C1,0,0,1,1
Cc1[nH]c(-c2cc(-c3cncc(N4CCOCC4)c3)ccn2)nc1C(=O)N[C@@H]1CCN(Cc2ccccc2)C1,0,0,1,1
CC1CSC(c2cc(-c3cncc(N4CCOCC4)c3)ccn2)CC1NC=O,0,0,1,1
Cc1[nH]c(-c2cc(-c3cncc(N4CCOCC4)c3)ccn2)nc1C(=O)NC1Cc2ccccc2C1,0,0,1,1
c1cc(-c2cncc(N3CCOCC3)c2)cc(-c2ncc(C3CCC3)[nH]2)n1,0,0,1,1
Cc1nc(-c2cc(-c3cncc(N4CCOCC4)c3)ccn2)[nH]c1C1CC1,0,0,1,1
CS(=O)(=O)c1cncc(-c2ccnc(-c3ncc(C4CCCCC4)[nH]3)c2)c1,0,0,1,1
Cc1nc(-c2cc(-c3cncc(S(C)(=O)=O)c3)ccn2)[nH]c1C,0,0,1,1
CS(=O)(=O)c1cncc(-c2ccnc(-c3ncc(C(F)(F)F)[nH]3)c2)c1,0,0,1,1
CCc1cnc(-c2cc(-c3cncc(S(C)(=O)=O)c3)ccn2)[nH]1,0,0,1,1
CC(C)c1cnc(-c2cc(-c3cncc(S(C)(=O)=O)c3)ccn2)[nH]1,0,0,1,1
CS(=O)(=O)c1cncc(-c2ccnc(-c3ncc(C4CC4)[nH]3)c2)c1,0,0,1,1
CS(=O)(=O)c1cncc(-c2ccnc(-c3ncc(C4CCC4)[nH]3)c2)c1,0,0,1,1
CS(=O)(=O)c1cncc(-c2ccnc(-c3ncc(C4CCCC4)[nH]3)c2)c1,0,0,1,1
CS(=O)(=O)c1cncc(-c2ccnc(-c3ncc(Cc4ccccc4)[nH]3)c2)c1,0,0,1,1
Cc1nc(-c2cc(-c3cncc(S(C)(=O)=O)c3)ccn2)[nH]c1C1CC1,0,0,1,1
CCc1[nH]c(-c2cc(-c3cncc(S(C)(=O)=O)c3)ccn2)nc1C,0,0,1,1
CS(=O)(=O)c1cncc(-c2ccnc(-c3ncc(-c4ccccn4)[nH]3)c2)c1,0,0,1,1
CS(=O)(=O)c1cncc(-c2ccnc(-c3nc(C4CCCCC4)c(N)[nH]3)c2)c1,0,0,1,1
Cc1[nH]c(-c2cc(-c3cncc(S(C)(=O)=O)c3)ccn2)nc1C(F)F,0,0,1,1
Cc1[nH]c(-c2cc(-c3cncc(N4CCOCC4)c3)ccn2)nc1CCO,0,0,1,1
COC(=O)c1nc(-c2cc(-c3cncc(N4CCOCC4)c3)ccn2)[nH]c1C,0,0,1,1
Nc1cncc(-c2ccnc(-c3ncc(-c4ccccc4)[nH]3)c2)c1,0,0,1,1
CCS(=O)(=O)Nc1cncc(-c2ccnc(-c3ncc(-c4ccccc4)[nH]3)c2)c1,0,0,1,1
COCC(=O)Nc1cncc(-c2ccnc(-c3ncc(-c4ccccc4)[nH]3)c2)c1,0,0,1,1
CCOC(=O)Nc1cncc(-c2ccnc(-c3ncc(-c4ccccc4)[nH]3)c2)c1,0,0,1,1
c1ccc(-c2cnc(-c3cc(-c4cncc(NCC5CCOCC5)c4)ccn3)[nH]2)cc1,0,0,1,1
c1ccc(-c2cnc(-c3cc(-c4cncc(NC5CCOCC5)c4)ccn3)[nH]2)cc1,0,0,1,1
Cc1nc(-c2cc(-c3cncc(NCC4CCOC4)c3)ccn2)[nH]c1C,0,0,1,1
Cc1nc(-c2cc(-c3cncc(NC(C)c4ccccc4)c3)ccn2)[nH]c1C,0,0,1,1
Cc1nc(-c2cc(-c3cncc(C(=O)N4CC[C@H](O)C4)c3)ccn2)[nH]c1C,0,0,1,1
Cc1nc(-c2cc(-c3cncc(C(=O)N4CCCC4)c3)ccn2)[nH]c1C,0,0,1,1
Cc1nc(-c2cc(-c3cncc(C(=O)N4CC(O)C4)c3)ccn2)[nH]c1C,0,0,1,1
Cc1nc(-c2cc(-c3cncc(C(=O)N4CC(C#N)C4)c3)ccn2)[nH]c1C,0,0,1,1
Cc1nc(-c2cc(-c3cncc(C(=O)N4CC[C@@H](F)C4)c3)ccn2)[nH]c1C,0,0,1,1
Cc1nc(-c2cc(-c3cncc(C(=O)N4CCC5(CCOCC5)CC4)c3)ccn2)[nH]c1C,0,0,1,1
Cc1nc(-c2cc(-c3cncc(C(=O)N4CCC(O)C4)c3)ccn2)[nH]c1C,0,0,1,1
Cc1nc(-c2cc(-c3cncc(C(=O)NCCC4CCOCC4)c3)ccn2)[nH]c1C,0,0,1,1
COCCNC(=O)c1cncc(-c2ccnc(-c3nc(C)c(C)[nH]3)c2)c1,0,0,1,1
Cc1nc(-c2cc(-c3cncc(C(=O)N4CCC(=O)C4)c3)ccn2)[nH]c1C,0,0,1,1
Cc1nc(-c2cc(-c3cncc(C(=O)N4CCC(CCO)C4)c3)ccn2)[nH]c1C,0,0,1,1
Cc1nc(-c2cc(-c3cncc(C(=O)N4CCC(c5ccccn5)C4)c3)ccn2)[nH]c1C,0,0,1,1
Cc1nc(-c2cc(-c3cncc(C(=O)N4C[C@H](CO)[C@@H](C)C4)c3)ccn2)[nH]c1C,0,0,1,1
Cc1nc(-c2cc(-c3cncc(C(=O)N4CCC(F)(F)C4)c3)ccn2)[nH]c1C,0,0,1,1
COC1CCN(C(=O)c2cncc(-c3ccnc(-c4nc(C)c(C)[nH]4)c3)c2)C1,0,0,1,1
Cc1csc2nc([C@H](C)Nc3ccnc4[nH]cnc34)c(-c3cccc(F)c3)c(=O)n12,0,0,1,0
CNC(=O)c1ccc2c(c1)N(c1cnc(OC)c(NS(C)(=O)=O)c1)CCO2,0,0,1,0
Cc1nc(-c2cc(-c3cncc(C(=O)N4CCC(C)(O)C4)c3)ccn2)[nH]c1C,0,0,1,1
Cc1nc(-c2cc(-c3cncc(C(=O)N4CCC(c5ccccc5)C4)c3)ccn2)[nH]c1C,0,0,1,1
Cc1nc(-c2cc(-c3cncc(C(=O)N4CCC(C#N)C4)c3)ccn2)[nH]c1C,0,0,1,1
Cc1nc(-c2cc(-c3cncc(C(=O)N4CCC4C(F)(F)F)c3)ccn2)[nH]c1C,0,0,1,1
CC(Nc1ncnc2[nH]cnc12)c1cc(Cl)c2ccnnc2c1-c1cccc(F)c1,0,0,1,0
c1ccc(Cn2cc(-c3ccnc(-c4ncc(-c5ccccc5)[nH]4)c3)cn2)cc1,0,0,1,1
CC(=O)Nc1cncc(-c2ccnc(-c3ncc(-c4ccccc4)[nH]3)c2)c1,0,0,1,1
c1ccc(-c2cnc(-c3cc(-c4cncc(N5CCOCC5)c4)ccn3)[nH]2)cc1,0,0,1,1
COc1cncc(-c2ccnc(-c3ncc(-c4ccccc4)[nH]3)c2)c1,0,0,1,1
CS(=O)(=O)c1cncc(-c2ccnc(-c3ncc(-c4ccccc4)[nH]3)c2)c1,0,0,1,1
c1ccc(-c2cnc(-c3cc(-c4ccc(N5CCOCC5)nc4)ccn3)[nH]2)cc1,0,0,1,1
c1ccc(-c2cnc(-c3cc(-c4cnn(C5CCOCC5)c4)ccn3)[nH]2)cc1,0,0,1,1
COc1cncc(-c2ccnc(-c3cnc(-c4ccccc4)[nH]3)c2)c1,0,0,1,1
COc1cncc(-c2ccnc(-c3nc(C)c(-c4ccccc4)[nH]3)c2)c1,0,0,1,1
CN(C)S(=O)(=O)c1ccc(-c2cnc(-c3cc(-c4cncc(O)c4)ccn3)[nH]2)cc1,0,0,1,1
COc1cncc(-c2ccnc(-c3ncc(-c4ccccn4)[nH]3)c2)c1,0,0,1,1
Cc1c(Cl)cc(C(C)Nc2ncnc3nc[nH]c23)c(-c2cccc(F)c2)c1C(N)=O,0,0,1,0
Cc1cccc2cc(CNC(=O)c3nccnc3N)c(N(C)CCN(C)C(=O)[C@H]3CCCN3C(C)C)nc12,0,0,1,0
Cc1cccc2cc(CNC(=O)c3nccnc3N)c(N(C)CCN(C)Cc3cccnc3)nc12,0,0,1,0
Cc1cccc2cc(CNC(=O)c3nccnc3N)c(N(C)CCN(C)C(=O)Cn3ccnc3)nc12,0,0,1,0
Cc1cccc2cc(CNC(=O)c3nccnc3N)c(N(C)CCN(C)C(=O)Cn3ccnc3C)nc12,0,0,1,0
Cc1cccc2cc(CNC(=O)c3nccnc3N)c(N(C)CCN(C)CC(=O)N(C)C)nc12,0,0,1,0
Cc1cccc2cc(CNC(=O)c3nccnc3N)c(N(C)CCN(C)C(=O)Cn3ccnn3)nc12,0,0,1,0
Cc1ccccc1-c1cc2ccccc2nc1C(C)n1nc(I)c2c(N)ncnc21,0,0,1,0
Cc1ccccc1-c1cc2c(C)cccc2nc1Cn1nc(I)c2c(N)ncnc21,0,0,1,0
Cc1cccc2cc(CNC(=O)c3nccnc3N)c(N(C)CCN(C)C)nc12,0,0,1,0
C[C@@H]1CN(C2CCN(C(=O)c3nc4c(N5CCOCC5)cc(-c5cn[nH]c5)nc4[nH]3)CC2)C[C@H](C)O1,0,0,1,0
CCn1c(-c2cnc(C)nc2)nc2c(O[C@H]3CCN(C(=O)C4(N)CCC4)C3)ncnc21,0,0,1,0
c1cc(-c2nc(N3CCOCC3)nc3c(CN4CCC(N5CCOCC5)CC4)csc23)c2cc[nH]c2c1,0,0,1,0
CC[C@H](Nc1ncnc2c1nc(-c1cnc(C)nc1)n2CC)C(=O)N1CCC(OC)C1,0,0,1,0
Cc1cccc2cc(Cn3cnc4c(N)ncnc43)c(N(C)CC3CCCN3C)nc12,0,0,1,0
CC(=O)Nc1nc2ccc(-c3nn(C4CCCC4)c4ncnc(N)c34)cc2s1,0,0,1,0
CC(Nc1ncnc2[nH]cnc12)C1=C(C#N)C2C=CC(Cl)=CC2N1c1cccc(F)c1,0,0,1,0
Cn1c(C(=O)NCC(F)(F)F)nc2c(N3CCC(n4c(=O)[nH]c5ncccc54)CC3)ncnc21,0,0,1,0
[C-]#[N+]c1c(Cl)cc(C(C)n2nc(C)c3c(N)ncnc32)c(OC)c1C1CN(C[C@H](C)O)C1,0,0,1,0
Cc1ccccc1-c1nc2c(C)cccc2cc1Cn1nc(I)c2c(N)ncnc21,0,0,1,1
Cc1cccc2cc(CNC(=O)c3nccnc3N)c(N(C)CCCN(C)C(=O)CN(C)C)nc12,0,0,1,0
CC(=O)N1CCN(c2nc3c(C)cccc3cc2CNc2ncnc3[nH]cnc23)CC1,0,0,1,0
CCN1CCN(c2nc3c(C)cccc3cc2CNc2ncnc3[nH]cnc23)CC1,0,0,1,0
Cc1ccccc1-c1cc2ccccc2nc1Cn1nc(I)c2c(N)ncnc21,0,0,1,0
Cc1cccc2cc(CNc3ncnc4[nH]cnc34)c(N3CCCN(C)CC3)nc12,0,0,1,0
CNCCN(C)c1nc2c(C)cccc2cc1Cn1cnc2c(N)ncnc21,0,0,1,0
Cc1cccc2cc(C(C)Nc3ncnc4[nH]cnc34)c(-c3ccccc3Cl)nc12,0,0,1,0
Cc1cccc2cc(CNc3ncnc4[nH]cnc34)c(-c3ccccc3Cl)nc12,0,0,1,0
Cc1cccc2cc(Cn3cnc4c(N)ncnc43)c(N(C)CC3CCCCN3C)nc12,0,0,1,0
Cc1cccc2cc(Cn3cnc4c(N)ncnc43)c(N(C)CC3CCN(C)CC3)nc12,0,0,1,0
Cc1cccc2cc(CNc3ncnc4[nH]cnc34)c(N3CCN4CCCCC4C3)nc12,0,0,1,0
COCCN(C)c1nc2c(C)cccc2cc1CNc1ncnc2[nH]cnc12,0,0,1,0
Cc1cccc2cc(Cn3cnc4c(N)ncnc43)c(N(C)CCN(C)C(=O)Cn3cccn3)nc12,0,0,1,0
Cn1nccc1C(=O)NCC1(c2cccc(-c3ncnc4[nH]ccc34)c2)Cc2ccccc2C1,0,0,1,0
Cc1ccccc1-n1c(CNC(=O)c2nccnc2N)nc2cccc(C)c2c1=O,0,0,1,0
Cc1cccc2cc(CNC(=O)c3nccnc3N)c(N(C)CC3CCCN(C)C3)nc12,0,0,1,0
Cc1cccc2cc(CNC(=O)c3nccnc3N)c(N(C)CC3CCN(C)CC3)nc12,0,0,1,0
Cc1cccc2cc(CNc3ncnc4[nH]cnc34)c(N(C)CC3CCCN(C)C3)nc12,0,0,1,0
Cc1cccc2cc(CNc3ncnc4[nH]cnc34)c(N(C)CC3CCN(C)CC3)nc12,0,0,1,0
Cc1cccc2cc(Cn3cnc4c(N)ncnc43)c(N(C)CCN(C)C(=O)Cn3ccnn3)nc12,0,0,1,0
Cc1cccc2cc(CNc3ncnc4[nH]cnc34)c(N(C)CCN(C)C(=O)Cn3ccnn3)nc12,0,0,1,0
CNCCN(C)c1nc2c(C)cccc2cc1CNc1ncnc2[nH]cnc12,0,0,1,0
Cc1cccc2cc(CNc3ncnc4[nH]cnc34)c(N3CCNCC3)nc12,0,0,1,0
Cc1cccc2cc(CNc3ncnc4[nH]cnc34)c(N(C)CC3CCCCN3C)nc12,0,0,1,0
Cc1cccc2cc(CNC(=O)c3nccnc3N)c(N(C)CC3CCCCN3C)nc12,0,0,1,0
Cc1cccc2cc(CNC(=O)c3nccnc3N)c(N(C)CCN(C)C(=O)Cn3cnnn3)nc12,0,0,1,0
Cc1nc(C)n(CC(=O)N(C)CCN(C)c2nc3c(C)cccc3cc2CNC(=O)c2nccnc2N)n1,0,0,1,0
Cc1cccc2nc(CNC(=O)c3nccnc3N)c(-c3ccccc3CN(C)C)cc12,0,0,1,0
Cc1cccc2cc(CNC(=O)c3nccnc3N)c(N(C)CCN(C)C(=O)Cn3cccn3)nc12,0,0,1,0
CCCN1CCC[C@@H]1C(=O)N(C)CCN(C)c1nc2c(C)cccc2cc1CNC(=O)c1nccnc1N,0,0,1,0
Cc1ccc2c(c1)C(=O)N(C)c1cnc(Nc3cccc(S(=O)(=O)N4CCN(C)CC4)c3)nc1N2C,0,0,1,1
N#Cc1cnc(-c2cnn3ccccc23)nc1N1C[C@@H]2C[C@H]1CN2c1cccc(F)c1,0,0,1,0
C[C@H](Nc1nc(N)nc(N)c1C#N)c1nc2cccc(SCCO)c2c(=O)n1-c1cccc(F)c1,0,0,1,0
COc1ccc(-c2nn(C(C)c3nc4cccc(F)c4c(=O)n3C(C)C)c3ncnc(N)c23)cc1F,0,0,1,0
C[C@H](Nc1ncnc(N)c1C#N)c1nc2cccc(Cl)c2c(=O)n1N(CCN)Cc1ccccc1,0,0,1,1
CN(C(=O)c1nc2c(N3CCOCC3)cc(-c3cnn(C)c3)nc2[nH]1)C1CCN(C2CCOCC2)CC1,0,0,1,0
CC(C)(O)CN1CCN(Cc2csc3c(-c4cccc5[nH]ccc45)nc(N4CCOCC4)nc23)CC1,0,0,1,0
COc1ccc(-c2nn(C(C)c3nc4cccc(F)c4c(=O)n3C)c3ncnc(N)c23)cc1F,0,0,1,0
CC(C)(O)C1CCN(Cc2csc3c(-c4ccnc5[nH]ccc45)nc(N4CCOCC4)nc23)CC1,0,0,1,0
COc1ccc(-c2nn(C(C)c3nc4cccc(F)c4c(=O)n3-c3cnn(C)c3)c3ncnc(N)c23)cc1F,0,0,1,0
CC(C)(O)Cn1cc(-c2ccc3c(c2)N(c2nc4c(s2)C(=O)NC(C)(C)C4)CCO3)cn1,0,0,1,1
Cc1nc(N)nc(N[C@@H](C)c2c(-c3ccccc3)c(=O)n3cc(F)ccc3c2C)c1C#N,0,0,1,0
CN1CCN(CCNC(=O)c2nc3c(N4CCOCC4)nc(-c4cnn(C)c4)nc3[nH]2)CC1,0,0,1,0
O=C1COc2ccc(Cc3sc(S)nc3O)cc2N1Cc1ccc(F)c(Cl)c1,0,0,1,0
Nc1ccc2c(c1)CC(n1nc(-c3cc(F)c4c(c3)NCCO4)c3c(N)ncnc31)CC2,0,0,1,0
CCn1c(-c2cnc(C)nc2)nc2c(N[C@H](C(=O)N3C[C@@H](C)O[C@@H](C)C3)C3CCCC3)ncnc21,0,0,1,0
COc1ccc(OC)c(Nc2nc3ccccc3nc2NS(=O)(=O)c2cccnc2)c1,0,0,1,0
Cn1cc(-c2nc(N3CCOCC3)c3nc(C(=O)N4CCN(c5ccccc5)CC4)[nH]c3n2)cn1,0,0,1,0
CCOC(=O)CC1CCN(C(=O)c2nc3c(N4CCOCC4)nc(-c4cnn(C)c4)nc3[nH]2)CC1,0,0,1,0
CCn1ncc(-c2nc3c(OC4CCN(C(C)=O)C4)ncnc3n2C)c1C,0,0,1,0
Cn1cc(-c2nc(N3CCOCC3)c3nc(C(=O)N4CCN(C(=O)OC(C)(C)C)CC4)[nH]c3n2)cn1,0,0,1,0
